Audit Entity ID,Control ID,Control Title,Control Description,KPA ID,KPA Description,Specific Risk ID,Specific Risk Description
AE-33,CTRL-0626,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-33,CTRL-0627,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-33,CTRL-0628,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-33,CTRL-0629,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-33,CTRL-0630,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-34,CTRL-0631,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-34,CTRL-0632,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-34,CTRL-0633,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-34,CTRL-0634,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-34,CTRL-0635,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-34,CTRL-0636,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-34,CTRL-0637,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-34,CTRL-0638,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-34,CTRL-0639,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-34,CTRL-0640,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-34,CTRL-0641,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-34,CTRL-0642,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-34,CTRL-0643,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-34,CTRL-0644,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-34,CTRL-0645,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-34,CTRL-0646,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-34,CTRL-0647,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-34,CTRL-0648,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-34,CTRL-0649,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-34,CTRL-0650,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-34,CTRL-0651,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-34,CTRL-0652,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-34,CTRL-0653,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-34,CTRL-0654,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-34,CTRL-0655,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-34,CTRL-0656,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-34,CTRL-0657,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-34,CTRL-0658,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-34,CTRL-0659,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-34,CTRL-0660,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-35,CTRL-0661,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-35,CTRL-0662,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-35,CTRL-0663,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-35,CTRL-0664,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-35,CTRL-0665,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-35,CTRL-0666,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-35,CTRL-0667,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-35,CTRL-0668,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-35,CTRL-0669,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-35,CTRL-0670,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-35,CTRL-0671,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-35,CTRL-0672,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-35,CTRL-0673,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-35,CTRL-0674,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-35,CTRL-0675,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-35,CTRL-0676,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-35,CTRL-0677,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-35,CTRL-0678,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-35,CTRL-0679,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-35,CTRL-0680,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-35,CTRL-0681,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-35,CTRL-0682,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-35,CTRL-0683,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-35,CTRL-0684,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-35,CTRL-0685,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-35,CTRL-0686,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-36,CTRL-0687,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-36,CTRL-0688,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-36,CTRL-0689,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-36,CTRL-0690,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-36,CTRL-0691,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-36,CTRL-0692,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-36,CTRL-0693,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-36,CTRL-0694,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-36,CTRL-0695,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-36,CTRL-0696,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-36,CTRL-0697,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-37,CTRL-0698,Operating control over Model Validation,Control operated within Model Validation. Mitigates the risk: Risk that models are not validated before production deployment. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-013,Model Validation,SR-122,Risk that models are not validated before production deployment
AE-37,CTRL-0699,Operating control over Model Validation,Control operated within Model Validation. Mitigates the risk: Risk that models are not validated before production deployment. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-013,Model Validation,SR-122,Risk that models are not validated before production deployment
AE-37,CTRL-0700,Program-level oversight of Model Validation,Governance control providing oversight of Model Validation. Mitigates the risk: Risk that model performance is not monitored against thresholds. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-013,Model Validation,SR-123,Risk that model performance is not monitored against thresholds
AE-37,CTRL-0701,Program-level oversight of Model Validation,Governance control providing oversight of Model Validation. Mitigates the risk: Risk that model performance is not monitored against thresholds. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-013,Model Validation,SR-123,Risk that model performance is not monitored against thresholds
AE-37,CTRL-0702,Program-level oversight of Model Validation,Governance control providing oversight of Model Validation. Mitigates the risk: Risk that model performance is not monitored against thresholds. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-013,Model Validation,SR-123,Risk that model performance is not monitored against thresholds
AE-37,CTRL-0703,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-37,CTRL-0704,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-37,CTRL-0705,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-37,CTRL-0706,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-37,CTRL-0707,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-37,CTRL-0708,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-37,CTRL-0709,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-37,CTRL-0710,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-37,CTRL-0711,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-37,CTRL-0712,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-37,CTRL-0713,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-37,CTRL-0714,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-37,CTRL-0715,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-37,CTRL-0716,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-37,CTRL-0717,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-38,CTRL-0718,Operating control over Credit Origination,Control operated within Credit Origination. Mitigates the risk: Risk that credit decisioning criteria are not applied at origination. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-002,Credit Origination,SR-110,Risk that credit decisioning criteria are not applied at origination
AE-38,CTRL-0719,Operating control over Credit Origination,Control operated within Credit Origination. Mitigates the risk: Risk that credit decisioning criteria are not applied at origination. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-002,Credit Origination,SR-110,Risk that credit decisioning criteria are not applied at origination
AE-38,CTRL-0720,Operating control over Credit Origination,Control operated within Credit Origination. Mitigates the risk: Risk that credit decisioning criteria are not applied at origination. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-002,Credit Origination,SR-110,Risk that credit decisioning criteria are not applied at origination
AE-38,CTRL-0721,Operating control over Credit Origination,Control operated within Credit Origination. Mitigates the risk: Risk that credit limits are not approved per delegated authority. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-002,Credit Origination,SR-111,Risk that credit limits are not approved per delegated authority
